7.350311279296875000e-01,7.391621470451354980e-01,-1.202166438102722168e+00,-4.437787830829620361e-01,-5.732342004776000977e-01,-3.258842229843139648e-01,-1.143706202507019043e+00,-7.517393231391906738e-01,1.048334757797420025e-03,-1.005362749099731445e+00,-3.252482116222381592e-01,-1.068645596504211426e+00,-1.298154592514038086e+00,-1.069688081741333008e+00,-1.109664916992187500e+00,-2.999202609062194824e-01,-6.445487141609191895e-01,-1.029155373573303223e+00,-5.673548579216003418e-01,-5.194967389106750488e-01
-1.889999985694885254e+00,-1.798856139183044434e+00,-8.415541052818298340e-01,1.864251331426203251e-03,-1.260173201560974121e+00,-1.211854577064514160e+00,-2.541303634643554688e-01,-1.023323416709899902e+00,-5.152037739753723145e-01,5.538431406021118164e-01,-6.727379560470581055e-01,1.324867457151412964e-01,-1.059028267860412598e+00,-8.053164482116699219e-01,-1.034584760665893555e+00,-2.999202609062194824e-01,9.064984321594238281e-01,-7.664192318916320801e-01,5.790222883224487305e-01,-5.194967389106750488e-01
-3.022973299026489258e+00,-3.202548742294311523e+00,2.328826040029525757e-01,8.676690459251403809e-01,-2.710166573524475098e-02,6.255840510129928589e-02,-5.160040259361267090e-01,1.457640230655670166e-01,-6.572837829589843750e-01,-3.024050295352935791e-01,-6.727379560470581055e-01,1.324867457151412964e-01,4.815328419208526611e-01,1.516355752944946289e+00,4.404294788837432861e-01,-2.999202609062194824e-01,-6.628987789154052734e-01,2.468788862228393555e+00,-1.422770321369171143e-01,-5.194967389106750488e-01
-1.480000019073486328e+00,-9.529936313629150391e-01,-1.238562345504760742e+00,-1.169552564620971680e+00,-8.455000519752502441e-01,-1.399918794631958008e+00,-1.143706202507019043e+00,-1.287937164306640625e+00,2.333512455224990845e-01,-8.231505155563354492e-01,2.224152535200119019e-02,-1.068645596504211426e+00,-1.470428705215454102e+00,-1.203128695487976074e+00,-1.401129245758056641e+00,-2.999202609062194824e-01,-2.072496712207794189e-01,-1.336877346038818359e+00,2.920542284846305847e-02,-5.194967389106750488e-01
-1.374293565750122070e+00,-1.708411425352096558e-01,-1.108075141906738281e+00,-4.329220056533813477e-01,-5.920752286911010742e-01,-1.269666194915771484e+00,-1.143706202507019043e+00,-1.205227255821228027e+00,-9.402299672365188599e-02,-5.793147087097167969e-01,-3.252482116222381592e-01,-1.068645596504211426e+00,-1.351897478103637695e+00,-1.089164972305297852e+00,-1.271301269531250000e+00,-2.999202609062194824e-01,-8.188711106777191162e-02,-7.664192318916320801e-01,-9.150078892707824707e-02,-5.194967389106750488e-01
-5.935819625854492188e+00,-5.516188144683837891e+00,7.556400895118713379e-01,1.240738987922668457e+00,-2.843240201473236084e-01,6.030785441398620605e-01,-5.766498446464538574e-01,6.248618960380554199e-01,-4.321991279721260071e-02,9.616426229476928711e-01,2.224152535200119019e-02,1.333619117736816406e+00,5.526719689369201660e-01,9.245367348194122314e-02,7.737278342247009277e-01,-2.999202609062194824e-01,1.043436050415039062e+00,2.247119188308715820e+00,1.294986963272094727e+00,2.980073094367980957e-01
-4.251454353332519531e+00,-4.363242149353027344e+00,1.084660273045301437e-02,-9.205331206321716309e-01,-1.011846423149108887e+00,1.741003990173339844e-01,1.525964975357055664e+00,-1.390998661518096924e-01,-3.060889840126037598e-01,9.916701912879943848e-01,-6.727379560470581055e-01,1.333619117736816406e+00,-1.974492371082305908e-01,-6.780147552490234375e-02,8.293689042329788208e-02,-2.999202609062194824e-01,1.328730225563049316e+00,5.864151194691658020e-02,1.114597916603088379e+00,-5.194967389106750488e-01
-5.135577678680419922e+00,-4.909562110900878906e+00,2.452225238084793091e-01,8.995442390441894531e-01,2.836407423019409180e-01,5.532836318016052246e-01,-8.298550844192504883e-01,1.185257434844970703e+00,-5.293274521827697754e-01,-3.755774497985839844e-01,-3.252482116222381592e-01,1.324867457151412964e-01,4.626691639423370361e-01,1.045289933681488037e-01,1.882137954235076904e-01,-2.999202609062194824e-01,-3.785096406936645508e-01,2.102118253707885742e+00,3.115587122738361359e-02,-1.107447221875190735e-01
-1.452495932579040527e+00,-1.334581613540649414e+00,-3.408594131469726562e-01,3.232336044311523438e-01,4.541849195957183838e-01,-1.174491420388221741e-01,-5.766498446464538574e-01,2.551054954528808594e-02,-6.174423098564147949e-01,-4.782327115535736084e-01,-3.252482116222381592e-01,-1.068645596504211426e+00,-7.304795831441879272e-02,-4.961527585983276367e-01,-4.300678968429565430e-01,-2.999202609062194824e-01,-3.723929524421691895e-01,-1.051648259162902832e+00,-3.615650534629821777e-01,2.980073094367980957e-01
-7.624430179595947266e+00,-7.147336006164550781e+00,2.257236957550048828e+00,-2.990788817405700684e-01,1.522454768419265747e-01,4.322067737579345703e+00,2.310620307922363281e+00,4.000275611877441406e+00,2.531927347183227539e+00,1.919430971145629883e+00,1.064710736274719238e+00,3.735883951187133789e+00,3.377380371093750000e+00,8.233426213264465332e-01,2.172969818115234375e+00,-2.999202609062194824e-01,3.098986625671386719e+00,4.510262489318847656e+00,2.425580739974975586e+00,1.524263381958007812e+00
