4.840000152587890625e+00,2.959696292877197266e+00
7.460000038146972656e+00,3.528886556625366211e+00
6.579999923706054688e+00,6.300505638122558594e+00
6.059999942779541016e+00,5.332662582397460938e+00
4.039999961853027344e+00,6.058428883552551270e-01
4.530000209808349609e+00,1.431960225105285645e+00
6.610000133514404297e+00,3.263700723648071289e+00
-9.729999542236328125e+00,1.924961209297180176e+00
3.910000085830688477e+00,2.150062769651412964e-01
3.230000019073486328e+00,1.794806599617004395e+00
-1.769999980926513672e+00,4.605056643486022949e-01
-1.272000026702880859e+01,1.418583840131759644e-01
-1.613999938964843750e+01,-1.433968842029571533e-01
7.110000133514404297e+00,4.313241481781005859e+00
4.510000228881835938e+00,1.926670432090759277e+00
6.289999961853027344e+00,1.145378351211547852e+00
6.309999942779541016e+00,3.201133012771606445e+00
-3.999999910593032837e-02,-1.826294213533401489e-01
8.369999885559082031e+00,4.633562564849853516e+00
3.579999923706054688e+00,-1.588231027126312256e-01
-7.099999785423278809e-01,3.201133251190185547e+00
3.750000000000000000e+00,2.879216909408569336e+00
6.800000190734863281e+00,2.920929193496704102e+00
8.270000457763671875e+00,2.959696292877197266e+00
5.909999847412109375e+00,1.417056918144226074e+00
1.010999965667724609e+01,2.629560947418212891e+00
5.460000038146972656e+00,8.592392921447753906e+00
-1.256000041961669922e+01,-2.588309347629547119e-02
4.690000057220458984e+00,1.488634467124938965e+00
-8.899999856948852539e-01,1.566577196121215820e+00
-1.200000047683715820e+00,1.541167855262756348e+00
7.880000114440917969e+00,3.263700723648071289e+00
-1.059000015258789062e+01,1.226087450981140137e+00
-1.049999952316284180e+00,2.472868919372558594e+00
-3.769999980926513672e+00,2.468592643737792969e+00
5.610000133514404297e+00,1.794806599617004395e+00
5.420000076293945312e+00,1.458446860313415527e+00
3.849999904632568359e+00,5.877168655395507812e+00
4.429999828338623047e+00,1.926670432090759277e+00
1.085999965667724609e+01,3.201133251190185547e+00
4.550000190734863281e+00,3.201133251190185547e+00
5.119999885559082031e+00,5.551151752471923828e+00
8.000000000000000000e+00,1.005287617444992065e-01
-4.510000228881835938e+00,-8.640522509813308716e-02
1.379999995231628418e+00,8.956268429756164551e-01
2.670000076293945312e+00,3.326268911361694336e+00
-2.210000038146972656e+00,-1.211730241775512695e-01
1.220000028610229492e+00,1.463655382394790649e-01
3.349999904632568359e+00,3.201133251190185547e+00
-7.400000095367431641e+00,3.251187086105346680e+00
3.180000066757202148e+00,2.823630094528198242e+00
7.510000228881835938e+00,3.201133251190185547e+00
-5.400000214576721191e-01,-2.961668372154235840e-02
4.460000038146972656e+00,1.616740107536315918e+00
2.099999934434890747e-01,2.412653446197509766e+00
-2.660000085830688477e+00,3.768529295921325684e-01
-1.389999985694885254e+00,9.306655824184417725e-02
7.380000114440917969e+00,3.232416868209838867e+00
4.139999866485595703e+00,2.870260953903198242e+00
-2.210000038146972656e+00,2.563902139663696289e+00
