-1.100000023841857910e+00,-1.464446306228637695e+00,-1.142925620079040527e+00,-8.773388266563415527e-01,-8.226093053817749023e-01
-1.159999966621398926e+00,-3.276993751525878906e+00,-4.224427342414855957e-01,-5.148575305938720703e-01,-8.226093053817749023e-01
-4.389999866485595703e+00,-5.009193897247314453e+00,-4.224427342414855957e-01,-3.633183240890502930e-01,4.084149301052093506e-01
-4.369999885559082031e+00,-7.675099372863769531e+00,1.018522977828979492e+00,1.680741667747497559e+00,-8.226093053817749023e-01
-2.130000114440917969e+00,-1.529613018035888672e+00,-1.142925620079040527e+00,1.538223147392272949e+00,-8.226093053817749023e-01
-5.219999790191650391e+00,-6.092806339263916016e+00,1.258683919906616211e+00,2.137139797210693359e+00,4.084149301052093506e-01
-4.420000076293945312e+00,-2.551341056823730469e+00,-6.626036763191223145e-01,-7.097348570823669434e-01,-8.226093053817749023e-01
-5.030000209808349609e+00,-2.506421804428100586e+00,-1.142925620079040527e+00,-1.127515554428100586e+00,-8.226093053817749023e-01
1.320000052452087402e+00,1.066088318824768066e+00,-1.383086562156677246e+00,-1.349913001060485840e+00,-8.226093053817749023e-01
8.399999737739562988e-01,-5.741752386093139648e-01,-9.027646183967590332e-01,-4.372141510248184204e-02,-8.226093053817749023e-01
-3.130000114440917969e+00,-3.886476516723632812e+00,-9.027646183967590332e-01,-9.051179885864257812e-01,-8.226093053817749023e-01
-4.610000133514404297e+00,-5.638361930847167969e+00,-6.626036763191223145e-01,-7.657870650291442871e-01,4.084149301052093506e-01
-5.909999847412109375e+00,-3.800386428833007812e+00,5.382010340690612793e-01,1.525470167398452759e-01,4.084149301052093506e-01
-2.490000009536743164e+00,-4.561474800109863281e+00,5.787916481494903564e-02,-1.256089359521865845e-01,-8.226093053817749023e-01
-1.929999947547912598e+00,-1.265109896659851074e+00,-1.822817772626876831e-01,-1.822792589664459229e-01,4.084149301052093506e-01
-6.399999856948852539e-01,-1.088703870773315430e+00,-1.822817772626876831e-01,1.316454052925109863e+00,-8.226093053817749023e-01
2.000000000000000000e+00,1.043268680572509766e+00,-1.383086562156677246e+00,-1.321886897087097168e+00,-8.226093053817749023e-01
-6.400000095367431641e+00,-4.891271114349365234e+00,-4.224427342414855957e-01,-4.873373508453369141e-01,-8.226093053817749023e-01
-6.159999847412109375e+00,-3.938587188720703125e+00,5.787916481494903564e-02,-2.372075319290161133e-01,4.084149301052093506e-01
-1.400000005960464478e-01,-4.868801534175872803e-01,-6.626036763191223145e-01,8.183676600456237793e-01,-8.226093053817749023e-01
-2.559999942779541016e+00,-2.798435211181640625e+00,-1.822817772626876831e-01,-3.204862177371978760e-01,-8.226093053817749023e-01
-4.159999847412109375e+00,-4.463005065917968750e+00,-4.224427342414855957e-01,-3.490522205829620361e-01,-8.226093053817749023e-01
-5.940000057220458984e+00,-6.587263584136962891e+00,5.787916481494903564e-02,-2.096873074769973755e-01,4.084149301052093506e-01
-7.480000019073486328e+00,-7.404885292053222656e+00,5.787916481494903564e-02,-2.233693301677703857e-01,4.084149301052093506e-01
-2.750000000000000000e+00,-1.077023148536682129e+00,-1.623247504234313965e+00,-1.517270088195800781e+00,-8.226093053817749023e-01
-4.050000190734863281e+00,-6.910614490509033203e+00,1.979166746139526367e+00,2.041177511215209961e+00,2.870463371276855469e+00
-4.869999885559082031e+00,-5.946630477905273438e+00,-6.626036763191223145e-01,-4.050236344337463379e-01,-8.226093053817749023e-01
-4.579999923706054688e+00,-4.789074897766113281e+00,5.787916481494903564e-02,-2.652336657047271729e-01,4.084149301052093506e-01
