3.349999904632568359e+00,2.735795736312866211e+00
1.639999985694885254e+00,1.015643358230590820e+00
1.139999985694885254e+00,2.226951360702514648e+00
1.720000028610229492e+00,2.169511795043945312e+00
-9.599999785423278809e-01,4.273343980312347412e-01
2.740000009536743164e+00,2.169543266296386719e+00
3.099999904632568359e+00,2.619332790374755859e+00
8.100000023841857910e-01,2.039430379867553711e+00
-8.199999928474426270e-01,1.472285509109497070e+00
1.830000042915344238e+00,2.809284448623657227e+00
2.500000000000000000e-01,1.894600152969360352e+00
3.410000085830688477e+00,2.730386495590209961e+00
2.000000000000000000e+00,1.688869476318359375e+00
1.600000023841857910e+00,2.275906801223754883e+00
3.099999904632568359e+00,1.788285255432128906e+00
3.180000066757202148e+00,2.658203363418579102e+00
2.390000104904174805e+00,1.454662442207336426e+00
3.599999904632568359e+00,2.504106283187866211e+00
3.450000047683715820e+00,2.181689977645874023e+00
1.450000047683715820e+00,2.155230760574340820e+00
3.279999971389770508e+00,2.963903665542602539e+00
3.700000047683715820e+00,3.103120088577270508e+00
1.600000023841857910e+00,1.591387510299682617e+00
4.179999828338623047e+00,2.578679561614990234e+00
3.599999904632568359e+00,2.380348920822143555e+00
3.210000038146972656e+00,2.825217723846435547e+00
1.200000047683715820e+00,2.178969621658325195e+00
2.170000076293945312e+00,1.988703727722167969e+00
3.119999885559082031e+00,2.030945062637329102e+00
4.130000114440917969e+00,2.303818464279174805e+00
1.980000019073486328e+00,2.476526021957397461e+00
2.559999942779541016e+00,2.179763793945312500e+00
1.509999990463256836e+00,2.591989040374755859e+00
1.399999976158142090e+00,2.234501600265502930e+00
1.490000009536743164e+00,1.390970468521118164e+00
1.779999971389770508e+00,1.926697492599487305e+00
2.269999980926513672e+00,2.680623292922973633e+00
2.400000095367431641e+00,2.220765829086303711e+00
3.899999856948852539e-01,1.934654951095581055e+00
-5.999999865889549255e-02,2.049173593521118164e+00
1.299999952316284180e+00,2.479142665863037109e+00
3.109999895095825195e+00,2.460765600204467773e+00
3.000000000000000000e+00,2.340193748474121094e+00
3.500000000000000000e+00,2.516017198562622070e+00
2.849999904632568359e+00,2.369619607925415039e+00
2.579999923706054688e+00,2.230846405029296875e+00
3.549999952316284180e+00,2.489218950271606445e+00
1.610000014305114746e+00,2.114311933517456055e+00
2.799999952316284180e+00,2.132072925567626953e+00
7.799999713897705078e-01,1.526162624359130859e+00
2.460000038146972656e+00,2.353339433670043945e+00
3.440000057220458984e+00,1.828499317169189453e+00
1.059999942779541016e+00,2.369162082672119141e+00
2.920000076293945312e+00,2.198039770126342773e+00
3.140000104904174805e+00,2.018724441528320312e+00
2.230000019073486328e+00,2.494523286819458008e+00
3.099999904632568359e+00,2.851783990859985352e+00
1.870000004768371582e+00,2.626652002334594727e+00
1.730000019073486328e+00,2.188912391662597656e+00
7.500000000000000000e-01,1.542369127273559570e+00
-5.699999928474426270e-01,1.001070022583007812e+00
3.150000095367431641e+00,2.197392702102661133e+00
2.460000038146972656e+00,2.348014831542968750e+00
3.519999980926513672e+00,2.050142526626586914e+00
3.250000000000000000e+00,2.272274255752563477e+00
1.250000000000000000e+00,1.703026533126831055e+00
2.289999961853027344e+00,2.581418037414550781e+00
3.099999904632568359e+00,2.404539346694946289e+00
3.700000047683715820e+00,1.810107469558715820e+00
3.609999895095825195e+00,2.391590356826782227e+00
3.200000047683715820e+00,2.813808441162109375e+00
2.880000114440917969e+00,2.599925279617309570e+00
3.339999914169311523e+00,2.725761890411376953e+00
1.519999980926513672e+00,2.200989007949829102e+00
2.009999990463256836e+00,1.672351598739624023e+00
1.769999980926513672e+00,2.535597085952758789e+00
3.829999923706054688e+00,2.505853652954101562e+00
1.049999952316284180e+00,1.237425804138183594e+00
2.509999990463256836e+00,2.255177021026611328e+00
2.150000095367431641e+00,2.288996696472167969e+00
9.599999785423278809e-01,1.685783267021179199e+00
2.529999971389770508e+00,2.896245718002319336e+00
2.500000000000000000e+00,2.411606311798095703e+00
1.700000047683715820e+00,2.730715036392211914e+00
3.099999904632568359e+00,2.468067884445190430e+00
-5.099999904632568359e-01,9.943861961364746094e-01
1.789999961853027344e+00,2.484006643295288086e+00
2.599999904632568359e+00,2.645794153213500977e+00
